Gene_ID	Gene_Name
ENSMUSG00000052794	1700030K09Rik
ENSMUSG00000078247	Airn
ENSMUSG00000002930	Ppp1r17
ENSMUSG00000026981	Il1rn
ENSMUSG00000039155	Cdh26
ENSMUSG00000039691	Tspan10
ENSMUSG00000093060	Mir5104
ENSMUSG00000027322	Siglec1
ENSMUSG00000041498	Kif14
ENSMUSG00000030849	Fgfr2
ENSMUSG00000024975	Pdcd4
ENSMUSG00000038286	Bphl
ENSMUSG00000039275	Foxk2
ENSMUSG00000042814	Mcts2
ENSMUSG00000044312	Neurog3
ENSMUSG00000053536	Cstf2t
ENSMUSG00000061186	Sfmbt2
ENSMUSG00000027823	Gmps
ENSMUSG00000078577	Tmco2
ENSMUSG00000012076	Brms1l
ENSMUSG00000028495	Rps6
ENSMUSG00000001998	Ap4e1
ENSMUSG00000071185	Olfr1357
ENSMUSG00000034450	Gulo
ENSMUSG00000111765	Gm10635
ENSMUSG00000067049	Unc93a
ENSMUSG00000087361	0610043K17Rik
ENSMUSG00000048520	Fbxl13
ENSMUSG00000026203	Dnajb2
ENSMUSG00000007594	Hapln4
ENSMUSG00000027840	Wnt2b
ENSMUSG00000021427	Ssr1
ENSMUSG00000020701	Tmem132e
ENSMUSG00000038943	Prc1
ENSMUSG00000049686	Orai1
ENSMUSG00000037071	Scd1
ENSMUSG00000040441	Slc26a10
ENSMUSG00000027652	Ralgapb
ENSMUSG00000064181	Rab3ip
ENSMUSG00000020473	Aebp1
ENSMUSG00000037709	Fam13a
ENSMUSG00000097404	Gm10814
ENSMUSG00000048478	Spata33
ENSMUSG00000020102	Slc16a7
ENSMUSG00000031298	Adgrg2
ENSMUSG00000029247	Paics
ENSMUSG00000040552	C3ar1
ENSMUSG00000097633	Gm16617
ENSMUSG00000024873	Cnih2
ENSMUSG00000009900	Wnt3a
ENSMUSG00000025393	Atp5b
ENSMUSG00000009681	Bcr
ENSMUSG00000030557	Mef2a
ENSMUSG00000046435	Gm13078
ENSMUSG00000001138	Cnnm3
ENSMUSG00000032594	Ip6k1
ENSMUSG00000028584	Lrrc38
ENSMUSG00000000317	Bcl6b
ENSMUSG00000055546	Timd4
ENSMUSG00000085427	6430710C18Rik
ENSMUSG00000024521	Pmaip1
ENSMUSG00000028673	Fuca1
ENSMUSG00000034875	Nudt19
ENSMUSG00000052301	Doc2a
ENSMUSG00000025936	Gm4956
ENSMUSG00000020591	Ntsr2
ENSMUSG00000031202	Rab39b
ENSMUSG00000010066	Cacna2d2
ENSMUSG00000044471	Lncpint
ENSMUSG00000029044	4930584F24Rik
ENSMUSG00000025838	Pramel6
ENSMUSG00000087160	Gm16336
ENSMUSG00000025969	Nrp2
ENSMUSG00000070719	Pla2g4d
ENSMUSG00000024983	Vti1a
ENSMUSG00000056394	Lig1
ENSMUSG00000027671	Actl6a
ENSMUSG00000022911	Arl13b
ENSMUSG00000036144	Meox2
ENSMUSG00000038880	Mrps34
ENSMUSG00000043065	Spice1
ENSMUSG00000021532	Fastkd3
ENSMUSG00000042371	Slc5a10
ENSMUSG00000026312	Cdh7
ENSMUSG00000024875	Yif1a
ENSMUSG00000100253	1700020N18Rik
ENSMUSG00000030368	Ceacam11
ENSMUSG00000018567	Gabarap
ENSMUSG00000027907	S100a11
ENSMUSG00000073987	Ggh
ENSMUSG00000041258	Zfp236
ENSMUSG00000028927	Padi2
ENSMUSG00000023032	Slc4a8
ENSMUSG00000067613	Krt83
ENSMUSG00000065560	Mir148b
ENSMUSG00000025188	Hps1
ENSMUSG00000026452	Syt2
ENSMUSG00000036596	Cpz
ENSMUSG00000059136	Olfr539
ENSMUSG00000021302	Ggps1
ENSMUSG00000060935	Tmem263
ENSMUSG00000029563	Foxp2
ENSMUSG00000038538	Ubn2
ENSMUSG00000034117	Ptgdr2
ENSMUSG00000015759	Cnih1
ENSMUSG00000006948	Klk4
ENSMUSG00000061411	Nol4l
ENSMUSG00000033022	Cdo1
ENSMUSG00000039741	Bahcc1
ENSMUSG00000005677	Nr1i3
ENSMUSG00000031340	Gabre
ENSMUSG00000032733	Snx33
ENSMUSG00000016458	Wt1
ENSMUSG00000035992	Fnip1
ENSMUSG00000014602	Kif1a
ENSMUSG00000050239	Krtap24-1
ENSMUSG00000044117	Bmerb1
ENSMUSG00000021811	Dnajc9
ENSMUSG00000006941	Eif1b
ENSMUSG00000044712	Slc38a6
ENSMUSG00000049605	Olfr418
ENSMUSG00000040471	Ggt6
ENSMUSG00000053317	Sec61b
ENSMUSG00000004707	Ly9
ENSMUSG00000035932	Olfr750
ENSMUSG00000056310	Tyw1
ENSMUSG00000037211	Spry1
ENSMUSG00000024538	Ppic
ENSMUSG00000026857	Ntmt1
ENSMUSG00000086930	Frs3os
ENSMUSG00000026649	Cfap126
ENSMUSG00000031377	Bmx
ENSMUSG00000024682	Cblif
ENSMUSG00000037437	Adam32
ENSMUSG00000054146	Krt15
ENSMUSG00000094151	Gm7233
ENSMUSG00000097015	Gm26705
ENSMUSG00000055413	H2-Q5
ENSMUSG00000096537	Fam240b
ENSMUSG00000000530	Acvrl1
ENSMUSG00000033458	Fan1
ENSMUSG00000031669	Gins3
ENSMUSG00000056332	Gm16294
ENSMUSG00000067235	H2-Q10
ENSMUSG00000026836	Acvr1
ENSMUSG00000031444	F10
ENSMUSG00000110424	1700012D14Rik
ENSMUSG00000015291	Gdi1
ENSMUSG00000030512	Snrpa1
ENSMUSG00000041135	Ripk2
ENSMUSG00000035473	Galm
ENSMUSG00000037405	Icam1
ENSMUSG00000008429	Herpud2
ENSMUSG00000034872	Gipc3
ENSMUSG00000037708	Spag6
ENSMUSG00000051864	Tbc1d22a
ENSMUSG00000033364	Usp37
ENSMUSG00000034602	Mon2
ENSMUSG00000079350	Magea8
ENSMUSG00000089857	Zfp882
ENSMUSG00000045566	Sprr4
ENSMUSG00000047248	C2cd3
ENSMUSG00000052533	Nup188
ENSMUSG00000042712	Tceal9
ENSMUSG00000037315	Jade3
ENSMUSG00000031788	Kifc3
ENSMUSG00000025728	Pigq
ENSMUSG00000026849	Tor1a
ENSMUSG00000061477	Rps7
ENSMUSG00000057286	St6galnac2
ENSMUSG00000040205	Cuzd1
ENSMUSG00000038295	Atg9b
ENSMUSG00000027940	Tpm3
ENSMUSG00000042605	Atxn2
ENSMUSG00000021223	Papln
ENSMUSG00000041911	Dlx1
ENSMUSG00000085810	Gm16325
ENSMUSG00000038042	Ptpdc1
ENSMUSG00000021991	Cacna2d3
ENSMUSG00000006389	Mpl
ENSMUSG00000022512	Cldn1
ENSMUSG00000014980	Tsen15
ENSMUSG00000049154	Fam183b
ENSMUSG00000033767	Tmem131l
ENSMUSG00000041794	Myrip
ENSMUSG00000035638	Muc20
ENSMUSG00000026692	Fmo4
ENSMUSG00000053411	Cbx7
ENSMUSG00000034801	Sos2
ENSMUSG00000040148	Hmx3
ENSMUSG00000022864	D16Ertd472e
ENSMUSG00000046755	Kif2b
ENSMUSG00000001924	Uba1
ENSMUSG00000039787	Cercam
ENSMUSG00000037235	Mxd4
ENSMUSG00000044916	1700029I15Rik
ENSMUSG00000037247	Pldi
ENSMUSG00000037254	Itih2
ENSMUSG00000023755	Rhebl1
ENSMUSG00000042510	AA986860
ENSMUSG00000047959	Kcna3
ENSMUSG00000074415	Mir100hg
ENSMUSG00000037463	Fbxo27
ENSMUSG00000026413	Pkp1
ENSMUSG00000002835	Chaf1a
ENSMUSG00000026490	Cdc42bpa
ENSMUSG00000036972	Zic4
ENSMUSG00000019558	Slc6a8
ENSMUSG00000031917	Nip7
ENSMUSG00000002204	Napsa
ENSMUSG00000071652	Ints5
ENSMUSG00000073380	Arrdc5
ENSMUSG00000039990	Edrf1
ENSMUSG00000048930	Tada3
ENSMUSG00000074218	Cox7a1
ENSMUSG00000072952	Gm5878
ENSMUSG00000023913	Pla2g7
ENSMUSG00000021958	Pinx1
ENSMUSG00000021123	Rdh12
ENSMUSG00000025821	Zfp282
ENSMUSG00000061959	Ces1e
ENSMUSG00000002396	Ocel1
ENSMUSG00000025229	Pitx3
ENSMUSG00000046750	Selenov
ENSMUSG00000059146	Ntrk3
ENSMUSG00000037993	Dhx38
ENSMUSG00000028211	Trp53inp1
ENSMUSG00000032491	Nradd
ENSMUSG00000037007	Zfp113
ENSMUSG00000000739	Sult5a1
ENSMUSG00000041649	Klf8
ENSMUSG00000029860	Zyx
ENSMUSG00000022537	Tmem44
ENSMUSG00000037627	Rgs22
ENSMUSG00000030781	Slc5a2
ENSMUSG00000039438	Ttc36
ENSMUSG00000037275	Gemin5
ENSMUSG00000085912	Trp53cor1
ENSMUSG00000063130	Calml3
ENSMUSG00000002012	Pnck
ENSMUSG00000049515	Espnl
ENSMUSG00000026904	Slc4a10
ENSMUSG00000079434	Neu2
ENSMUSG00000038848	Ythdf1
ENSMUSG00000038233	Gask1a
ENSMUSG00000009828	Cilk1
ENSMUSG00000063594	Gng8
ENSMUSG00000038997	Asb17
ENSMUSG00000030660	Pik3c2a
ENSMUSG00000079259	Trim71
ENSMUSG00000031103	Elf4
ENSMUSG00000020131	Pcsk4
ENSMUSG00000009394	Syn2
ENSMUSG00000079637	Rhox2c
ENSMUSG00000006599	Gtf2h1
ENSMUSG00000061111	Mcrip1
ENSMUSG00000075000	Nrbf2
ENSMUSG00000047539	Fbxo28
ENSMUSG00000065453	Mirlet7d
ENSMUSG00000028811	Yars
ENSMUSG00000031933	Izumo1r
ENSMUSG00000005225	Plekha8
ENSMUSG00000104618	Mir1839
ENSMUSG00000026272	Agxt
ENSMUSG00000039081	Zfp503
ENSMUSG00000047104	Pbp2
ENSMUSG00000059498	Fcgr3
ENSMUSG00000030465	Psd3
ENSMUSG00000113210	4930474N09Rik
ENSMUSG00000024982	Zdhhc6
ENSMUSG00000039089	L3mbtl3
ENSMUSG00000003227	Edar
ENSMUSG00000015533	Itga2
ENSMUSG00000027893	Ahcyl1
ENSMUSG00000031467	Agpat5
ENSMUSG00000027107	Chrna1
ENSMUSG00000072662	Mansc4
ENSMUSG00000085800	1700066O22Rik
ENSMUSG00000024678	Ms4a4d
ENSMUSG00000075289	Carns1
ENSMUSG00000052850	Tas2r137
ENSMUSG00000038994	Hils1
ENSMUSG00000096893	Mir344d-2
ENSMUSG00000090220	Pitpnm2os1
ENSMUSG00000003436	Dll3
ENSMUSG00000023106	Denr
ENSMUSG00000095992	Krtap22-2
ENSMUSG00000023094	Msrb2
ENSMUSG00000031832	Taf1c
ENSMUSG00000101970	1810026B05Rik
ENSMUSG00000054409	Tmem74
ENSMUSG00000020166	Cnot2
ENSMUSG00000028799	Zfp362
ENSMUSG00000006307	Kmt2b
ENSMUSG00000031274	Col4a5
ENSMUSG00000032561	Acpp
ENSMUSG00000099590	C330022C24Rik
ENSMUSG00000011632	Pinlyp
ENSMUSG00000031590	Frg1
ENSMUSG00000025739	Gng13
ENSMUSG00000012211	Tex22
ENSMUSG00000023940	Sgo1
ENSMUSG00000074196	Clca4c-ps
ENSMUSG00000032411	Tfdp2
ENSMUSG00000041445	Mmrn2
ENSMUSG00000028788	Ptp4a2
ENSMUSG00000072501	Phf20l1
ENSMUSG00000031506	Ptpn7
ENSMUSG00000096145	Vkorc1
ENSMUSG00000037660	Gdf7
ENSMUSG00000024459	H2-M5
ENSMUSG00000076966	Mir466b-2
ENSMUSG00000050853	Olfr958
ENSMUSG00000056296	Synpr
ENSMUSG00000096194	Btbd35f2
ENSMUSG00000072494	Ppp1r3e
ENSMUSG00000070407	Hs3st3b1
ENSMUSG00000039676	Capsl
ENSMUSG00000038257	Glra3
ENSMUSG00000022763	Aifm3
ENSMUSG00000040270	Bach2
ENSMUSG00000044433	Camsap3
ENSMUSG00000017767	Spata25
ENSMUSG00000034566	Atp5h
ENSMUSG00000085763	Smc2os
ENSMUSG00000026480	Ncf2
ENSMUSG00000021099	Six6
ENSMUSG00000056144	Trim34a
ENSMUSG00000032475	Nck1
ENSMUSG00000016520	Lnx2
ENSMUSG00000090369	4933411K16Rik
ENSMUSG00000034826	Nup54
ENSMUSG00000031283	Chrdl1
ENSMUSG00000029556	Hnf1a
ENSMUSG00000027524	Edn3
ENSMUSG00000019873	Reep3
ENSMUSG00000028953	Abcf2
ENSMUSG00000112121	C230072F16Rik
ENSMUSG00000031870	Pgr
ENSMUSG00000047298	Kcnv2
ENSMUSG00000002768	Mea1
ENSMUSG00000024232	Bambi
ENSMUSG00000051257	Trap1a
ENSMUSG00000066438	Plekhd1
ENSMUSG00000033237	Arid2
ENSMUSG00000043162	Pyurf
ENSMUSG00000065424	Mir9-2
ENSMUSG00000034227	Foxj1
ENSMUSG00000050840	Cdh20
ENSMUSG00000034164	Emid1
ENSMUSG00000029110	Rnf4
ENSMUSG00000041670	Rims1
ENSMUSG00000053801	Grwd1
ENSMUSG00000029802	Abcg2
ENSMUSG00000029656	C8b
ENSMUSG00000046138	9930021J03Rik
ENSMUSG00000089357	Mir2137
ENSMUSG00000065272	Snord57
ENSMUSG00000031927	1700012B09Rik
ENSMUSG00000022219	Cideb
ENSMUSG00000054469	Lclat1
ENSMUSG00000042320	Prox2
ENSMUSG00000055675	Kbtbd11
ENSMUSG00000087466	A330041J22Rik
ENSMUSG00000020528	Prpsap2
ENSMUSG00000023170	Gps2
ENSMUSG00000024081	Cebpz
ENSMUSG00000054932	Afp
ENSMUSG00000029676	Pot1a
ENSMUSG00000004207	Psap
ENSMUSG00000053977	Cd8a
ENSMUSG00000042845	Wfdc12
ENSMUSG00000066510	Ankdd1a
ENSMUSG00000101505	1700109G14Rik
ENSMUSG00000026253	Chrng
ENSMUSG00000036256	Igfbp7
ENSMUSG00000021482	Prxl2c
ENSMUSG00000087354	4930404I05Rik
ENSMUSG00000074896	Ifit3
ENSMUSG00000075705	Msrb1
ENSMUSG00000066749	Olfr877
ENSMUSG00000109403	Olfr1311
ENSMUSG00000028641	P3h1
ENSMUSG00000032434	Cmtm6
ENSMUSG00000009035	Tmem184b
ENSMUSG00000074582	Arfgef2
ENSMUSG00000026887	Mrrf
ENSMUSG00000039563	2210406O10Rik
ENSMUSG00000101381	Btbd35f16
ENSMUSG00000050105	Grrp1
ENSMUSG00000047098	Rnf31
ENSMUSG00000094995	Pate3
ENSMUSG00000017943	Gdap1l1
ENSMUSG00000050276	Mrgprg
ENSMUSG00000028849	Map7d1
ENSMUSG00000062496	4930431F12Rik
ENSMUSG00000093668	Pou5f2
ENSMUSG00000043873	Chil5
ENSMUSG00000032648	Pygm
ENSMUSG00000043456	Zfp536
ENSMUSG00000032346	Ooep
ENSMUSG00000027610	Gss
ENSMUSG00000029228	Lnx1
ENSMUSG00000024601	Isoc1
ENSMUSG00000037977	6430571L13Rik
ENSMUSG00000030292	Smco2
ENSMUSG00000020423	Btg2
ENSMUSG00000003779	Kif20a
ENSMUSG00000063564	Col23a1
ENSMUSG00000037752	Xkr8
ENSMUSG00000072726	Gm5797
ENSMUSG00000028713	Cyp4b1
ENSMUSG00000031153	Gripap1
ENSMUSG00000066392	Nrxn3
ENSMUSG00000059852	Kcng2
ENSMUSG00000093009	Snord52
ENSMUSG00000030287	Itpr2
ENSMUSG00000022144	Gdnf
ENSMUSG00000063225	Olfr917
ENSMUSG00000022652	Morc1
ENSMUSG00000110622	Iqcn
ENSMUSG00000031816	Mthfsd
ENSMUSG00000022619	Mapk8ip2
ENSMUSG00000060961	Slc4a4
ENSMUSG00000034467	Dynlrb2
ENSMUSG00000030677	Kif22
ENSMUSG00000042198	Chchd7
ENSMUSG00000075590	Nrbp2
ENSMUSG00000019732	Calr3
ENSMUSG00000032322	Pstpip1
ENSMUSG00000029461	Fam168a
ENSMUSG00000023467	Tulp2
ENSMUSG00000036095	Dgkb
ENSMUSG00000079049	Serpinb1c
ENSMUSG00000026632	Tatdn3
ENSMUSG00000021922	Itih4
ENSMUSG00000041361	Myzap
ENSMUSG00000077980	Mir654
ENSMUSG00000029552	Tes
ENSMUSG00000031391	L1cam
ENSMUSG00000096037	n-R5s136
ENSMUSG00000073418	C4b
ENSMUSG00000078779	Zfp59
ENSMUSG00000050963	Kcns2
ENSMUSG00000054408	Spcs3
ENSMUSG00000026171	Rnf25
ENSMUSG00000024217	Snrpc
ENSMUSG00000024227	Pdzph1
ENSMUSG00000066867	Oas1e
ENSMUSG00000010154	Spire2
ENSMUSG00000079324	4932414N04Rik
ENSMUSG00000060969	Irx1
ENSMUSG00000036528	Ppfibp2
ENSMUSG00000031133	Arhgef6
ENSMUSG00000059839	Zfp874b
ENSMUSG00000046550	Spin2c
ENSMUSG00000076218	Mir692-1
ENSMUSG00000025145	Lrrc45
ENSMUSG00000030800	Prss8
ENSMUSG00000028109	Hormad1
ENSMUSG00000020794	Ube2g1
ENSMUSG00000032109	Nlrx1
ENSMUSG00000030802	Bckdk
ENSMUSG00000030510	Cers3
ENSMUSG00000049353	Rd3
ENSMUSG00000040848	Sft2d2
ENSMUSG00000005936	Kctd20
ENSMUSG00000020362	Cnot6
ENSMUSG00000097534	Gm16675
ENSMUSG00000026798	Coq4
ENSMUSG00000032105	Pdzd3
ENSMUSG00000075543	Urad
ENSMUSG00000022125	Cln5
ENSMUSG00000046718	Bst2
ENSMUSG00000064158	Izumo1
ENSMUSG00000024346	Pfdn1
ENSMUSG00000020010	Vnn3
ENSMUSG00000064326	Siva1
ENSMUSG00000039285	Azi2
ENSMUSG00000091648	C2cd4d
ENSMUSG00000049728	Zfp668
ENSMUSG00000040570	Rundc3b
ENSMUSG00000086632	1700112J05Rik
ENSMUSG00000021595	Nsun2
ENSMUSG00000074826	Gm10767
ENSMUSG00000031955	Bcar1
ENSMUSG00000078521	Aunip
ENSMUSG00000035429	Ptprh
ENSMUSG00000057897	Camk2b
ENSMUSG00000021432	Slc35b3
ENSMUSG00000060523	Olfr726
ENSMUSG00000052139	Babam2
ENSMUSG00000023277	Twf2
ENSMUSG00000015127	Unkl
ENSMUSG00000067338	Tuba3b
ENSMUSG00000083695	Rnf138rt1
ENSMUSG00000034551	Hdx
ENSMUSG00000029071	Dvl1
ENSMUSG00000097639	Platr4
ENSMUSG00000020647	Ncoa1
ENSMUSG00000005611	Mrvi1
ENSMUSG00000048540	Nhlh2
ENSMUSG00000050064	Zfp697
ENSMUSG00000040373	Cacng5
ENSMUSG00000090550	Prlh
ENSMUSG00000020857	Nme2
ENSMUSG00000062044	Lmtk3
ENSMUSG00000007783	Cpt1c
ENSMUSG00000021501	Caml
ENSMUSG00000052276	Ostn
ENSMUSG00000090693	Trim43a
ENSMUSG00000056972	Magel2
ENSMUSG00000018541	Cwc25
ENSMUSG00000049657	Zbtb5
ENSMUSG00000065495	Mir150
ENSMUSG00000037944	Ccr7
ENSMUSG00000042699	Dhx9
ENSMUSG00000045267	Tas2r119
ENSMUSG00000032754	Slc8b1
ENSMUSG00000085438	Oip5os1
ENSMUSG00000065589	Mir301
ENSMUSG00000025981	Coq10b
ENSMUSG00000105987	AI506816
ENSMUSG00000033763	Mtss2
ENSMUSG00000041028	Ghitm
ENSMUSG00000060371	Caln1
ENSMUSG00000029772	Ahcyl2
ENSMUSG00000015474	Ppt2
ENSMUSG00000047044	D030056L22Rik
ENSMUSG00000028010	Gar1
ENSMUSG00000021322	Aoah
ENSMUSG00000024018	Ccdc167
ENSMUSG00000038192	Cer1
ENSMUSG00000021400	Wrnip1
ENSMUSG00000048652	Samd13
ENSMUSG00000087487	Ppp2r2cos
ENSMUSG00000086404	Gm6787
ENSMUSG00000022658	Tagln3
ENSMUSG00000087331	1810021B22Rik
ENSMUSG00000050989	Selenon
ENSMUSG00000036904	Fzd8
ENSMUSG00000032601	Prkar2a
ENSMUSG00000068747	Sort1
ENSMUSG00000043943	Naalad2
ENSMUSG00000068890	Lce1a2
ENSMUSG00000073728	Tmem51os1
ENSMUSG00000001524	Gtf2h4
ENSMUSG00000007035	Msh5
ENSMUSG00000015994	Fnta
ENSMUSG00000091926	Vmn2r62
ENSMUSG00000032595	Cdhr4
ENSMUSG00000033170	Card10
ENSMUSG00000042063	Zfp386
ENSMUSG00000020895	Tmem107
ENSMUSG00000029918	Mrps33
ENSMUSG00000018865	Sult4a1
ENSMUSG00000051483	Cbr1
ENSMUSG00000028961	Pgd
ENSMUSG00000006457	Actn3
ENSMUSG00000032679	Cd59a
ENSMUSG00000003346	Abhd17a
ENSMUSG00000026226	Spata3
ENSMUSG00000024590	Lmnb1
ENSMUSG00000085089	Arhgap15os
ENSMUSG00000022321	Cdh10
ENSMUSG00000087480	Gm15910
ENSMUSG00000026409	Pfkfb2
ENSMUSG00000054766	Set
ENSMUSG00000095593	Gm7138
ENSMUSG00000027312	Atrn
ENSMUSG00000032254	Kif23
ENSMUSG00000005198	Polr2a
ENSMUSG00000033970	Rfc3
ENSMUSG00000056824	Zfp663
ENSMUSG00000022159	Rab2b
ENSMUSG00000042275	Pelo
ENSMUSG00000073043	Atoh1
ENSMUSG00000050982	Apol10a
ENSMUSG00000024187	Fam234a
ENSMUSG00000074238	Ap1ar
ENSMUSG00000033149	Phldb2
ENSMUSG00000004661	Arid3b
ENSMUSG00000032301	Psma4
ENSMUSG00000030674	Qprt
ENSMUSG00000024979	Tectb
ENSMUSG00000059481	Plg
ENSMUSG00000040725	Hnrnpul1
ENSMUSG00000056155	Nanos3
ENSMUSG00000098234	Snhg6
ENSMUSG00000032965	Ift57
ENSMUSG00000028068	Iqgap3
ENSMUSG00000073982	Rhog
ENSMUSG00000006720	Zfp184
ENSMUSG00000052430	Bmpr1b
ENSMUSG00000021451	Sema4d
ENSMUSG00000034829	Nxnl1
ENSMUSG00000058250	Tas2r138
ENSMUSG00000074136	4930513N10Rik
ENSMUSG00000060461	Dppa5a
ENSMUSG00000031837	Necab2
ENSMUSG00000101695	1700094J05Rik
ENSMUSG00000029414	Kntc1
ENSMUSG00000092887	Snord53
ENSMUSG00000043029	Trpv3
ENSMUSG00000078719	Msmp
ENSMUSG00000086287	Gm15972
ENSMUSG00000027931	Npr1
ENSMUSG00000039128	Cdc123
ENSMUSG00000093187	Mir344-2
ENSMUSG00000033287	Kctd17
ENSMUSG00000037847	Nmrk1
ENSMUSG00000030929	Eri2
ENSMUSG00000026875	Traf1
ENSMUSG00000038522	Mfsd4b1
ENSMUSG00000033228	Scaf11
ENSMUSG00000025194	Abcc2
ENSMUSG00000092216	Gm19345
ENSMUSG00000020728	Cep112
ENSMUSG00000032076	Cadm1
ENSMUSG00000071103	1700029J07Rik
ENSMUSG00000025735	Rhbdl1
ENSMUSG00000062248	Cks2
ENSMUSG00000040272	Accs
ENSMUSG00000001056	Nhp2
ENSMUSG00000023022	Lima1
ENSMUSG00000062783	Csprs
ENSMUSG00000039850	Endov
ENSMUSG00000050860	Phospho1
ENSMUSG00000045215	Asxl3
ENSMUSG00000032517	Mobp
ENSMUSG00000074343	Gldnos
ENSMUSG00000027317	Ppp1r14d
ENSMUSG00000095788	Sirpb1a
ENSMUSG00000022476	Polr3h
ENSMUSG00000026078	Pdcl3
ENSMUSG00000024154	Gtf2a1l
ENSMUSG00000025369	Smarcc2
ENSMUSG00000020677	Ddx52
ENSMUSG00000028093	Acp6
ENSMUSG00000051952	Olfr371
ENSMUSG00000020872	Tac4
ENSMUSG00000032198	Dock6
ENSMUSG00000014198	Zfp385c
ENSMUSG00000027324	Rpusd2
ENSMUSG00000020003	Pex7
ENSMUSG00000063447	Ube2d2b
ENSMUSG00000005674	Tomm40l
ENSMUSG00000038351	Sgsm2
ENSMUSG00000031465	Angpt2
ENSMUSG00000028115	Bnipl
ENSMUSG00000048960	Prex2
ENSMUSG00000032291	Crabp1
ENSMUSG00000047123	Ticam1
ENSMUSG00000063506	Arhgap22
ENSMUSG00000061847	Defb39
ENSMUSG00000075502	Kbtbd6
ENSMUSG00000044134	Pheta1
ENSMUSG00000020752	Recql5
ENSMUSG00000079317	Trappc2
ENSMUSG00000095569	Taar7d
ENSMUSG00000063087	Gm10125
ENSMUSG00000056900	Usp13
ENSMUSG00000030551	Nr2f2
ENSMUSG00000037266	Rsrp1
ENSMUSG00000027878	Notch2
ENSMUSG00000055312	Them7
ENSMUSG00000005682	Pan2
ENSMUSG00000024163	Mapk8ip3
ENSMUSG00000078957	1700060C20Rik
ENSMUSG00000033751	Gadd45gip1
ENSMUSG00000107008	Gm2762
ENSMUSG00000019988	Nedd1
ENSMUSG00000050132	Sarm1
ENSMUSG00000024485	Slc4a9
ENSMUSG00000038976	Ppp1r9b
ENSMUSG00000038146	Notch3
ENSMUSG00000045201	Lrrc3b
ENSMUSG00000000149	Gna12
ENSMUSG00000031381	Piga
ENSMUSG00000043880	Olfr323
ENSMUSG00000097538	Gm26939
ENSMUSG00000026281	Dtymk
ENSMUSG00000037257	Aagab
ENSMUSG00000006344	Ggt5
ENSMUSG00000032312	Csk
ENSMUSG00000053646	Plxnb1
ENSMUSG00000057899	Adgrf2
ENSMUSG00000028191	Bcl10
ENSMUSG00000057751	Megf6
ENSMUSG00000109588	Lnp1
ENSMUSG00000024142	Mlst8
ENSMUSG00000076251	Mir501
ENSMUSG00000012609	Ttll5
ENSMUSG00000096981	Gm16845
ENSMUSG00000022041	Chrna2
ENSMUSG00000032295	Man2c1
ENSMUSG00000032053	Pou2af1
ENSMUSG00000013858	Tmem259
ENSMUSG00000026048	Ercc5
ENSMUSG00000064057	Scgb3a1
ENSMUSG00000023967	Mrps18a
ENSMUSG00000047635	2810006K23Rik
ENSMUSG00000078851	H2aw
ENSMUSG00000075382	Olfr353
ENSMUSG00000107662	Olfr772
ENSMUSG00000021067	Sav1
ENSMUSG00000041540	Sox5
ENSMUSG00000052396	Mogat2
ENSMUSG00000034127	Tspan8
ENSMUSG00000021609	Slc6a3
ENSMUSG00000052212	Cd177
ENSMUSG00000023802	Nox3
ENSMUSG00000056508	1700001K19Rik
ENSMUSG00000041375	Ccdc9
ENSMUSG00000037628	Cdkn3
ENSMUSG00000037197	Rbm17
ENSMUSG00000087591	Gm14635
ENSMUSG00000057719	Sh3rf2
ENSMUSG00000041849	Card6
ENSMUSG00000047719	Ubiad1
ENSMUSG00000001305	Rrp15
ENSMUSG00000088248	Mir1969
ENSMUSG00000009291	Pttg1ip
ENSMUSG00000026279	Thap4
ENSMUSG00000024325	Ring1
ENSMUSG00000030591	Psmd8
ENSMUSG00000064387	Snora73a
ENSMUSG00000044548	Dact1
ENSMUSG00000025371	Chmp6
ENSMUSG00000065680	Snord38a
ENSMUSG00000021590	Spata9
ENSMUSG00000036249	Rbm43
ENSMUSG00000026553	Copa
ENSMUSG00000027523	Gnas
ENSMUSG00000021699	Pde4d
ENSMUSG00000092770	Mirlet7a-2
ENSMUSG00000093890	Vmn1r127
ENSMUSG00000029458	Brap
ENSMUSG00000042099	Kank3
ENSMUSG00000068349	Gml
ENSMUSG00000010592	Dazl
ENSMUSG00000022501	Prm1
ENSMUSG00000049489	Ccnq
ENSMUSG00000053719	Klk1b26
ENSMUSG00000034707	Gns
ENSMUSG00000061244	Exoc5
ENSMUSG00000034361	Cpne2
ENSMUSG00000022434	Fam118a
ENSMUSG00000042444	Mindy2
ENSMUSG00000068962	Zfp114
ENSMUSG00000068009	Bpifb6
ENSMUSG00000016942	Tmprss6
ENSMUSG00000031617	Tmem184c
ENSMUSG00000037316	Bag4
ENSMUSG00000042042	Csgalnact2
ENSMUSG00000067577	A430093F15Rik
ENSMUSG00000058900	Rsl1
ENSMUSG00000090626	Tex9
ENSMUSG00000020661	Dnmt3a
ENSMUSG00000026111	Unc50
ENSMUSG00000070426	Rnf121
ENSMUSG00000031629	Cenpu
ENSMUSG00000057137	Tmem140
ENSMUSG00000096910	Zfp955b
ENSMUSG00000084929	Foxo6os
ENSMUSG00000050234	Gja4
ENSMUSG00000047501	Cldn4
ENSMUSG00000027077	Smtnl1
ENSMUSG00000028127	Abcd3
